Name	Length	EffectiveLength	TPM	NumReads
FBtr0086684	908	734.579	0.371548	2.099
FBtr0306637	2237	2063.398	1.334951	21.182
FBtr0301149	1514	1340.398	0.698155	7.196
FBtr0086600	1106	932.398	3.238345	23.219
FBtr0331978	1118	944.398	21.174959	153.781
FBtr0078769	621	447.734	4253.195860	14644.000
FBtr0070712	1878	1704.398	0.915558	12.000
FBtr0343263	1108	934.398	0.000000	0.000
FBtr0343264	928	754.577	0.000000	0.000
FBtr0072024	920	746.579	0.000000	0.000
FBtr0113111	979	805.543	0.000000	0.000
FBtr0333452	4664	4490.398	0.280888	9.699
FBtr0333450	3996	3822.398	0.153019	4.498
FBtr0333451	4043	3869.398	0.148988	4.433
FBtr0300831	4092	3918.398	0.145013	4.370
FBtr0076303	1640	1466.398	1.307524	14.744
FBtr0076302	1655	1481.398	1.270518	14.474
FBtr0076301	2049	1875.398	68.700592	990.782
FBtr0077098	1123	949.398	94.259111	688.170
FBtr0070552	1047	873.398	0.297779	2.000
FBtr0075818	1346	1172.398	29.615015	267.000
FBtr0088789	1908	1734.398	5.323354	71.000
FBtr0304960	503	329.789	0.000000	0.000
FBtr0075249	843	669.610	0.194202	1.000
FBtr0084104	1804	1630.398	238.076154	2984.927
FBtr0336911	2177	2003.398	7.805113	120.246
FBtr0088974	1597	1423.398	15.983376	174.952
FBtr0100360	4963	4789.398	0.536670	19.766
FBtr0110880	2920	2746.398	0.100814	2.129
FBtr0334105	2225	2051.398	0.142891	2.254
FBtr0301185	2946	2772.398	0.099193	2.115
FBtr0110881	4262	4088.398	1.581961	49.736
FBtr0336928	1138	964.398	0.121533	0.901
FBtr0072107	995	821.525	0.173912	1.099
FBtr0085786	2956	2782.398	17.546792	375.441
FBtr0085785	3082	2908.398	0.995301	22.260
FBtr0334549	2894	2720.398	2.485534	51.997
FBtr0334550	3020	2846.398	0.699097	15.302
FBtr0340191	4545	4371.398	6.569723	220.847
FBtr0073848	4477	4303.398	61.226093	2026.153
FBtr0078387	3371	3197.398	9.469559	232.836
FBtr0087487	2027	1853.398	15.786637	225.000
FBtr0083735	2688	2514.398	0.145087	2.805
FBtr0332539	2448	2274.398	0.183048	3.202
FBtr0077790	977	803.546	0.000000	0.000
FBtr0331440	941	767.576	0.000000	0.000
FBtr0331439	971	797.552	0.000000	0.000
FBtr0082634	1746	1572.398	20.261864	245.000
FBtr0079612	1320	1146.398	7.775304	68.545
FBtr0087980	1799	1625.398	0.039847	0.498
FBtr0087979	1558	1384.398	0.047148	0.502
FBtr0072044	1063	889.398	0.000000	0.000
FBtr0343206	1072	898.398	0.000000	0.000
FBtr0072043	1160	986.398	0.000000	0.000
FBtr0075225	1132	958.398	0.000000	0.000
FBtr0112489	446	272.828	10.349594	21.714
FBtr0339263	740	566.674	0.086630	0.378
FBtr0301018	2276	2102.398	0.865942	14.000
FBtr0302526	640	466.710	3.900831	14.000
FBtr0100009	3280	3106.398	6.488591	155.000
FBtr0089901	2338	2164.398	0.558285	9.292
FBtr0089902	1803	1629.398	0.365106	4.575
FBtr0300562	2617	2443.398	4.996397	93.880
FBtr0089900	2125	1951.398	0.549283	8.243
FBtr0089904	2355	2181.398	0.701499	11.768
FBtr0301521	2467	2293.398	1.104027	19.471
FBtr0089905	2568	2394.398	0.693625	12.772
FBtr0345390	5214	5040.398	0.781621	30.296
FBtr0331425	3556	3382.398	3.861256	100.433
FBtr0332155	4408	4234.398	3.343099	108.859
FBtr0075014	3541	3367.398	1.715054	44.412
FBtr0078874	603	429.749	0.000000	0.000
FBtr0083452	2975	2801.398	10.034950	216.179
FBtr0302317	2262	2088.398	23.090134	370.821
FBtr0333248	2543	2369.398	0.054429	0.992
FBtr0114524	2411	2237.398	0.058602	1.008
FBtr0273385	6171	5997.398	0.878718	40.526
FBtr0339307	6637	6463.398	0.892081	44.339
FBtr0273384	6439	6265.398	2.680212	129.134
FBtr0082117	3807	3633.398	3.622899	101.226
FBtr0082116	6303	6129.398	1.577507	74.356
FBtr0082118	4671	4497.398	2.585475	89.418
FBtr0085011	1569	1395.398	0.372767	4.000
FBtr0081174	4145	3971.398	0.462487	14.124
FBtr0081175	3934	3760.398	0.589711	17.053
FBtr0303241	4041	3867.398	0.868876	25.840
FBtr0081176	3893	3719.398	0.639657	18.295
FBtr0305129	2997	2823.398	9.317777	202.306
FBtr0339156	2994	2820.398	3.009829	65.279
FBtr0339157	2988	2814.398	1.696334	36.713
FBtr0071784	2049	1875.398	1.056521	15.237
FBtr0071785	1989	1815.398	54.784185	764.806
FBtr0089148	3050	2876.398	1.314534	29.077
FBtr0089147	2773	2599.398	2.121970	42.417
FBtr0089150	2762	2588.398	3.515096	69.967
FBtr0089146	2709	2535.398	4.263420	83.124
FBtr0308247	2614	2440.398	17.352996	325.656
FBtr0089149	2840	2666.398	2.963216	60.759
FBtr0302559	2531	2357.398	0.000000	0.000
FBtr0346506	2597	2423.398	0.000000	0.000
FBtr0302190	3048	2874.398	4.804685	106.203
FBtr0086145	3054	2880.398	5.363268	118.797
FBtr0306281	375	201.900	0.000000	0.000
FBtr0306280	392	218.883	0.000000	0.000
FBtr0306258	4812	4638.398	3.161634	112.773
FBtr0073119	3828	3654.398	80.335280	2257.597
FBtr0073120	4106	3932.398	77.603337	2346.724
FBtr0073118	4763	4589.398	88.799731	3133.946
FBtr0337055	3442	3268.398	15.909949	399.878
FBtr0333895	3491	3317.398	76.956544	1963.213
FBtr0337056	4046	3872.398	3.152252	93.870
FBtr0077442	1411	1237.398	5.359651	51.000
FBtr0076018	1266	1092.398	3.090966	25.966
FBtr0076017	963	789.560	10.216994	62.034
FBtr0339781	3357	3183.398	0.393062	9.622
FBtr0070778	3093	2919.398	0.623088	13.988
FBtr0344824	2804	2630.398	1.848429	37.389
FBtr0345292	830	656.625	13.805331	69.709
FBtr0070983	837	663.614	24.190148	123.446
FBtr0070982	1100	926.398	1.960336	13.965
FBtr0070981	941	767.576	77.433140	457.059
FBtr0070980	854	680.604	5065.486251	26511.820
FBtr0307300	2919	2745.398	12.881380	271.952
FBtr0113024	3030	2856.398	1.094608	24.044
FBtr0332600	2913	2739.398	0.596398	12.564
FBtr0083414	2815	2641.398	17.503498	355.535
FBtr0337043	3789	3615.398	1.023822	28.465
FBtr0077516	1338	1164.398	0.000000	0.000
FBtr0112524	1274	1100.398	2.599852	22.000
FBtr0089233	3691	3517.398	3.458337	93.543
FBtr0334626	3376	3202.398	1.855733	45.700
FBtr0310651	3526	3352.398	7.051525	181.787
FBtr0089229	3501	3327.398	12.661220	323.970
FBtr0082920	981	807.538	0.000000	0.000
FBtr0077386	1734	1560.398	21.545581	258.534
FBtr0071106	2301	2127.398	0.061126	1.000
FBtr0070937	2201	2027.398	126.835091	1977.437
FBtr0070938	2487	2313.398	59.503458	1058.563
FBtr0070397	1267	1093.398	1.070385	9.000
FBtr0074346	819	645.632	0.000000	0.000
FBtr0071471	1606	1432.398	0.000000	0.000
FBtr0330316	1609	1435.398	0.000000	0.000
FBtr0074918	1253	1079.398	18.731334	155.480
FBtr0072124	2163	1989.398	23.205048	355.000
FBtr0071683	1189	1015.398	79.145810	618.000
FBtr0077403	1061	887.398	0.025315	0.173
FBtr0113021	1089	915.398	0.024886	0.175
FBtr0077402	1231	1057.398	0.182514	1.484
FBtr0077401	1011	837.398	0.026085	0.168
FBtr0300280	1584	1410.398	0.184401	2.000
FBtr0346378	3461	3287.398	0.749447	18.946
FBtr0074809	2896	2722.398	35.477143	742.719
FBtr0335137	3353	3179.398	0.640064	15.649
FBtr0346141	373	199.901	2.474871	3.804
FBtr0085611	272	98.955	14.712342	11.196
FBtr0074029	585	411.754	0.315819	1.000
FBtr0075388	1505	1331.398	0.099606	1.020
FBtr0343534	2295	2121.398	0.075548	1.232
FBtr0086001	1762	1588.398	0.491211	6.000
FBtr0321315	1239	1065.398	0.000000	0.000
FBtr0333037	2846	2672.398	1.109525	22.801
FBtr0075724	2737	2563.398	2.066731	40.740
FBtr0075723	2084	1910.398	1.392582	20.458
FBtr0342770	3744	3570.398	10.295498	282.675
FBtr0070420	3766	3592.398	70.908229	1958.868
FBtr0342771	3838	3664.398	2.855172	80.456
FBtr0333323	2883	2709.398	0.949231	19.777
FBtr0333322	2930	2756.398	0.911157	19.313
FBtr0074137	2347	2173.398	3.855127	64.432
FBtr0074135	2386	2212.398	46.756312	795.477
FBtr0308136	1697	1523.398	0.040082	0.470
FBtr0080237	698	524.694	0.000000	0.000
FBtr0300638	3446	3272.398	0.000000	0.000
FBtr0073729	466	292.817	66.602123	149.971
FBtr0084836	743	569.672	28.077334	123.000
FBtr0082430	1248	1074.398	1.740506	14.380
FBtr0335211	1142	968.398	26.134181	194.620
FBtr0076857	1307	1133.398	1.032609	9.000
FBtr0300424	902	728.586	1.249375	7.000
FBtr0083860	1793	1619.398	5.291244	65.892
FBtr0302327	1744	1570.398	136.769228	1651.666
FBtr0083861	1877	1703.398	10.721462	140.441
FBtr0083086	1479	1305.398	22.654621	227.418
FBtr0334589	2552	2378.398	2.054833	37.582
FBtr0091874	595	421.750	0.110859	0.360
FBtr0073935	992	818.529	0.000000	0.000
FBtr0073300	818	644.633	0.000000	0.000
FBtr0073299	2460	2286.398	0.000000	0.000
FBtr0088841	1522	1348.398	2.120106	21.984
FBtr0088842	1468	1294.398	61.252162	609.696
FBtr0345599	2094	1920.398	0.014251	0.210
FBtr0070422	1749	1575.398	0.016740	0.203
FBtr0342772	681	507.696	0.471422	1.841
FBtr0070421	1547	1373.398	0.357281	3.773
FBtr0333023	2495	2321.398	0.051382	0.917
FBtr0075579	1678	1504.398	0.093594	1.083
FBtr0072248	2815	2641.398	0.016398	0.333
FBtr0345620	2931	2757.398	0.015749	0.334
FBtr0072247	2800	2626.398	0.016486	0.333
FBtr0072253	1306	1132.398	0.473880	4.127
FBtr0343432	1090	916.398	34.503479	243.148
FBtr0073127	1478	1304.398	0.149042	1.495
FBtr0073128	1471	1297.398	0.150848	1.505
FBtr0079458	1541	1367.398	0.000000	0.000
FBtr0079460	1595	1421.398	0.914871	10.000
FBtr0079462	1526	1352.398	0.000000	0.000
FBtr0079461	1505	1331.398	0.097672	1.000
FBtr0079459	1585	1411.398	0.829218	9.000
FBtr0081997	1156	982.398	25.687821	194.061
FBtr0081996	1257	1083.398	1.227786	10.229
FBtr0336761	1233	1059.398	13.957701	113.710
FBtr0336637	3026	2852.398	0.025222	0.553
FBtr0300693	1964	1790.398	0.012974	0.179
FBtr0336636	3290	3116.398	0.023020	0.552
FBtr0071797	3770	3596.398	0.019874	0.550
FBtr0336638	1523	1349.398	0.016078	0.167
FBtr0087382	5033	4859.398	34.062484	1272.867
FBtr0339998	5235	5061.398	2.596665	101.067
FBtr0301478	2790	2616.398	20.864518	419.794
FBtr0089521	2653	2479.398	8.987546	171.361
FBtr0306351	2221	2047.398	1.796728	28.288
FBtr0306350	2503	2329.398	2.675302	47.923
FBtr0301477	4782	4608.398	1.146609	40.634
FBtr0300224	1562	1388.398	0.041164	0.439
FBtr0114515	1508	1334.398	0.189030	1.940
FBtr0087406	329	155.919	0.000000	0.000
FBtr0072888	2130	1956.398	0.066469	1.000
FBtr0085859	1170	996.398	0.391529	3.000
FBtr0334894	6412	6238.398	42.309189	2029.700
FBtr0084460	6624	6450.398	10.613853	526.482
FBtr0304567	3987	3813.398	9.780680	286.817
FBtr0070907	2510	2336.398	124.862641	2243.384
FBtr0070906	2636	2462.398	0.666277	12.616
FBtr0305911	1961	1787.398	9.740466	133.883
FBtr0289953	2161	1987.398	9.095809	139.011
FBtr0305910	2015	1841.398	3.397227	48.106
FBtr0088312	1656	1482.398	0.238904	2.723
FBtr0088313	2297	2123.398	0.385283	6.291
FBtr0088311	2351	2177.398	0.778813	13.041
FBtr0304592	2591	2417.398	0.481172	8.945
FBtr0088882	1935	1761.398	85.935237	1164.000
FBtr0079894	2382	2208.398	12.975053	220.349
FBtr0331635	2356	2182.398	10.753969	180.479
FBtr0345615	2623	2449.398	4.912020	92.522
FBtr0071338	3399	3225.398	145.818367	3616.760
FBtr0334508	4486	4312.398	0.069486	2.304
FBtr0085746	3506	3332.398	0.105193	2.696
FBtr0085085	1541	1367.398	92.065490	968.091
FBtr0085084	2075	1901.398	0.540933	7.909
FBtr0079304	905	731.585	0.000000	0.000
FBtr0079732	925	751.578	0.000000	0.000
FBtr0071108	3145	2971.398	3.874209	88.525
FBtr0340139	3231	3057.398	2.953446	69.439
FBtr0071107	3426	3252.398	39.849326	996.664
FBtr0340138	4238	4064.398	1.610272	50.329
FBtr0309839	4403	4229.398	1.507227	49.021
FBtr0309836	4378	4204.398	1.643377	53.133
FBtr0309837	3952	3778.398	3.001670	87.216
FBtr0073144	4107	3933.398	145.180444	4391.372
FBtr0309838	4006	3832.398	2.485790	73.259
FBtr0075152	2917	2743.398	25.038201	528.222
FBtr0300092	607	433.748	0.000000	0.000
FBtr0073892	1096	922.398	0.000000	0.000
FBtr0343143	1534	1360.398	0.095589	1.000
FBtr0332630	1663	1489.398	4.814138	55.138
FBtr0332631	1364	1190.398	50.488891	462.181
FBtr0332632	5997	5823.398	10.933653	489.628
FBtr0301268	1587	1413.398	0.552030	6.000
FBtr0085909	2020	1846.398	0.352144	5.000
FBtr0080763	2304	2130.398	26.125152	428.000
FBtr0086733	1297	1123.398	28.128618	243.000
FBtr0087262	852	678.605	178.788875	933.000
FBtr0303232	702	528.693	9.592615	39.000
FBtr0344155	6716	6542.398	10.428671	524.675
FBtr0070316	6065	5891.398	25.343609	1148.183
FBtr0344279	6745	6571.398	0.019789	1.000
FBtr0076133	3030	2856.398	0.091051	2.000
FBtr0082259	2901	2727.398	46.037006	965.561
FBtr0079708	1718	1544.398	13.343185	158.469
FBtr0330181	847	673.609	0.103773	0.538
FBtr0074894	650	476.704	107.605122	394.462
FBtr0082726	2913	2739.398	3.287424	69.252
FBtr0331429	2603	2429.398	1.831421	34.215
FBtr0331428	2948	2774.398	7.851801	167.518
FBtr0082727	2606	2432.398	2.721093	50.898
FBtr0301219	3098	2924.398	2.851080	64.117
FBtr0088166	1239	1065.398	0.000000	0.000
FBtr0310646	1830	1656.398	4.041937	51.485
FBtr0073730	1370	1196.398	189.942027	1747.515
FBtr0079724	633	459.717	9.494594	33.565
FBtr0346454	899	725.587	2.031328	11.334
FBtr0100541	611	437.745	6168.032699	20763.100
FBtr0343865	1567	1393.398	0.217006	2.325
FBtr0079324	1294	1120.398	0.147703	1.273
FBtr0079598	1156	982.398	52.446124	396.210
FBtr0081220	1093	919.398	0.634249	4.484
FBtr0300823	1159	985.398	1.065461	8.074
FBtr0081221	1054	880.398	26.136496	176.950
FBtr0310645	979	805.543	3.878948	24.029
FBtr0081219	1084	910.398	0.780398	5.464
FBtr0075314	465	291.817	62.386933	140.000
FBtr0070136	2103	1929.398	4.588661	68.082
FBtr0070137	2193	2019.398	4.656803	72.316
FBtr0070135	2124	1950.398	11.974682	179.602
FBtr0076688	2391	2217.398	23.324935	397.730
FBtr0346546	2609	2435.398	1.003812	18.800
FBtr0302935	3103	2929.398	9.209386	207.459
FBtr0082329	3115	2941.398	10.103813	228.541
FBtr0344017	5279	5105.398	0.586015	23.007
FBtr0091678	6366	6192.398	7.960526	379.075
FBtr0344016	5395	5221.398	0.651368	26.154
FBtr0342985	4422	4248.398	6.908503	225.701
FBtr0071815	4360	4186.398	16.868490	543.051
FBtr0071816	4190	4016.398	6.253083	193.132
FBtr0071813	4216	4042.398	203.194051	6316.467
FBtr0342986	4124	3950.398	18.168458	551.929
FBtr0071814	4255	4081.398	6.267295	196.704
FBtr0083049	682	508.695	67.487283	264.000
FBtr0079593	751	577.669	0.665093	2.955
FBtr0332415	1011	837.398	5.992439	38.589
FBtr0345640	3934	3760.398	10.003473	289.274
FBtr0077562	3784	3610.398	53.080819	1473.726
FBtr0085387	5031	4857.398	10.189019	380.593
FBtr0085386	4880	4706.398	13.660677	494.407
FBtr0085614	355	181.908	16.880300	23.613
FBtr0303924	5093	4919.398	0.092570	3.502
FBtr0303923	5120	4946.398	0.091964	3.498
FBtr0300811	4420	4246.398	18.557854	606.000
FBtr0340626	2866	2692.398	0.000000	0.000
FBtr0340627	2995	2821.398	0.000000	0.000
FBtr0340628	2870	2696.398	0.000000	0.000
FBtr0087784	1976	1802.398	187.018222	2592.142
FBtr0332882	2246	2072.398	1.283781	20.459
FBtr0339391	1899	1725.398	43.540342	577.704
FBtr0084095	7188	7014.398	1.251928	67.530
FBtr0343807	7002	6828.398	0.455801	23.934
FBtr0343805	4551	4377.398	4.392877	147.873
FBtr0343806	4719	4545.398	17.527731	612.663
FBtr0086801	711	537.687	0.569874	2.356
FBtr0344145	6340	6166.398	0.000000	0.000
FBtr0100454	3868	3694.398	0.035199	1.000
FBtr0082255	6557	6383.398	0.010177	0.500
FBtr0082256	4226	4052.398	0.016058	0.500
FBtr0100455	2462	2288.398	0.000000	0.000
FBtr0088783	1907	1733.398	51.511656	686.638
FBtr0301333	1977	1803.398	0.000000	0.000
FBtr0332689	1974	1800.398	0.000000	0.000
FBtr0086107	5316	5142.398	48.223735	1907.000
FBtr0072159	694	520.694	0.499486	2.000
FBtr0076218	2574	2400.398	2.446914	45.168
FBtr0076219	2478	2304.398	51.681412	915.832
FBtr0113346	1241	1067.398	0.365486	3.000
FBtr0100083	570	396.757	0.000000	0.000
FBtr0079765	644	470.706	0.000000	0.000
FBtr0071734	1182	1008.398	0.128957	1.000
FBtr0071191	1056	882.398	9.908277	67.234
FBtr0345988	1286	1112.398	1.375485	11.766
FBtr0071902	1064	890.398	12.059429	82.572
