Name	Length	EffectiveLength	TPM	NumReads
FBtr0070973	1218	1047.003	0.228350	2.000
FBtr0089252	2767	2596.003	1.083983	23.540
FBtr0334488	2840	2669.003	1.379744	30.805
FBtr0334489	2902	2731.003	1.014639	23.180
FBtr0100600	3804	3633.003	3.766715	114.474
FBtr0300305	309	138.557	0.000000	0.000
FBtr0077162	567	396.393	0.000000	0.000
FBtr0072277	713	542.327	48.493241	220.000
FBtr0344898	1082	911.003	0.000000	0.000
FBtr0086817	1175	1004.003	0.000000	0.000
FBtr0333271	5146	4975.003	0.368885	15.352
FBtr0072639	5149	4978.003	0.372255	15.502
FBtr0340000	824	653.271	0.622131	3.400
FBtr0087390	427	256.474	282.734756	606.600
FBtr0070472	3021	2850.003	2.201461	52.485
FBtr0331752	4499	4328.003	16.190023	586.159
FBtr0070475	3174	3003.003	6.086115	152.889
FBtr0070474	3218	3047.003	1.173360	29.908
FBtr0302185	2166	1995.003	0.398250	6.646
FBtr0070471	4805	4634.003	8.356838	323.950
FBtr0112828	2903	2732.003	5.692661	130.100
FBtr0301966	3182	3011.003	0.695603	17.521
FBtr0070468	3055	2884.003	9.326289	225.001
FBtr0070476	2745	2574.003	0.566579	12.200
FBtr0070470	3110	2939.003	1.282093	31.521
FBtr0331751	4750	4579.003	0.898419	34.414
FBtr0070469	4244	4073.003	9.150305	311.767
FBtr0070467	2929	2758.003	0.458180	10.571
FBtr0331753	5004	4833.003	0.534826	21.623
FBtr0070466	2847	2676.003	4.015141	89.881
FBtr0070473	3091	2920.003	1.449983	35.418
FBtr0076265	1575	1404.003	49.042607	575.999
FBtr0331935	1030	859.003	0.161433	1.160
FBtr0088237	816	645.276	92.598738	499.840
FBtr0081705	1363	1192.003	0.000000	0.000
FBtr0088524	1299	1128.003	69.096688	652.000
FBtr0074540	843	672.257	19.382562	109.000
FBtr0074494	1357	1186.003	0.302382	3.000
FBtr0085714	3349	3178.003	129.845160	3451.916
FBtr0085713	3440	3269.003	1016.199163	27789.084
FBtr0076256	334	163.547	2.923737	4.000
FBtr0339552	1718	1547.003	11.308457	146.344
FBtr0078950	1533	1362.003	23.228639	264.656
FBtr0070990	1321	1150.003	0.751871	7.233
FBtr0100409	805	634.285	0.725153	3.848
FBtr0343330	706	535.332	105.613882	472.960
FBtr0304902	1617	1446.003	0.041611	0.503
FBtr0304901	2286	2115.003	0.028072	0.497
FBtr0078872	1228	1057.003	0.113095	1.000
FBtr0077839	2112	1941.003	4.011868	65.141
FBtr0077837	2331	2160.003	6.298375	113.805
FBtr0077838	2235	2064.003	6.451224	111.386
FBtr0077836	2325	2154.003	15.687335	282.667
FBtr0075133	4018	3847.003	0.685680	22.066
FBtr0332862	2190	2019.003	4.318300	72.934
FBtr0087988	1754	1583.003	126.116715	1670.069
FBtr0087987	1948	1777.003	383.163817	5695.774
FBtr0074688	1633	1462.003	48.323582	591.000
FBtr0086864	3503	3332.003	11.085952	309.000
FBtr0083361	1283	1112.003	0.000000	0.000
FBtr0392904	4164	3993.003	4.667252	155.898
FBtr0084588	2385	2214.003	42.118081	780.058
FBtr0303161	2639	2468.003	39.396574	813.363
FBtr0079257	1918	1747.003	17.996249	263.000
FBtr0307341	906	735.225	0.052188	0.321
FBtr0084989	527	356.411	0.059527	0.177
FBtr0306309	750	579.309	0.808932	3.920
FBtr0344570	539	368.403	0.025911	0.080
FBtr0078090	1219	1048.003	30.797902	270.000
FBtr0087439	546	375.401	21.972221	69.000
FBtr0070960	2096	1925.003	0.112224	1.807
FBtr0302357	2296	2125.003	0.213109	3.788
FBtr0302356	2428	2257.003	0.180581	3.409
FBtr0340571	3830	3659.003	0.032667	1.000
FBtr0340572	3825	3654.003	0.032719	1.000
FBtr0080267	3305	3134.003	0.000000	0.000
FBtr0077141	787	616.291	0.100988	0.521
FBtr0306593	981	810.166	0.070731	0.479
FBtr0081719	1938	1767.003	63.525517	939.000
FBtr0071549	1655	1484.003	33.590864	417.000
FBtr0308832	1068	897.003	12.238745	91.836
FBtr0308833	2043	1872.003	25.771787	403.581
FBtr0074921	2263	2092.003	3.918990	68.583
FBtr0073011	1996	1825.003	0.000000	0.000
FBtr0112378	450	279.461	0.000000	0.000
FBtr0342602	1596	1425.003	0.216266	2.578
FBtr0080326	1217	1046.003	82.369441	720.741
FBtr0085405	675	504.340	183.695489	775.000
FBtr0339295	331	160.548	0.000000	0.000
FBtr0300316	205	35.299	0.000000	0.000
FBtr0300904	2130	1959.003	0.000000	0.000
FBtr0081633	2196	2025.003	0.000000	0.000
FBtr0300905	2052	1881.003	0.000000	0.000
FBtr0335279	1234	1063.003	0.081430	0.724
FBtr0335281	1199	1028.003	0.085558	0.736
FBtr0290216	733	562.317	0.000000	0.000
FBtr0335280	740	569.312	0.000000	0.000
FBtr0077120	1711	1540.003	16.469542	212.170
FBtr0081676	887	716.226	0.000000	0.000
FBtr0076639	2093	1922.003	0.168140	2.703
FBtr0079280	1148	977.003	0.000000	0.000
FBtr0304827	5797	5626.003	0.082304	3.873
FBtr0433494	6405	6234.003	0.105082	5.480
FBtr0333832	6581	6410.003	0.092286	4.949
FBtr0433497	5654	5483.003	0.094224	4.322
FBtr0333833	6118	5947.003	0.075202	3.741
FBtr0433496	5848	5677.003	0.064917	3.083
FBtr0304826	8410	8239.003	0.082017	5.653
FBtr0433495	8302	8131.003	0.083849	5.703
FBtr0433493	8251	8080.003	0.098601	6.665
FBtr0300808	2019	1848.003	0.000000	0.000
FBtr0300809	4061	3890.003	0.015365	0.500
FBtr0301700	4064	3893.003	0.015353	0.500
FBtr0072287	5108	4937.003	26.368438	1089.000
FBtr0343633	2816	2645.003	8.913180	197.215
FBtr0074281	2640	2469.003	55.397266	1144.169
FBtr0343632	2730	2559.003	1.308824	28.018
FBtr0074279	3898	3727.003	41.254389	1286.204
FBtr0074280	3895	3724.003	2.580503	80.389
FBtr0072238	1035	864.003	0.000000	0.000
FBtr0308073	1317	1146.003	0.829793	7.955
FBtr0082360	764	593.305	78.830832	391.250
FBtr0082361	1024	853.003	1.933253	13.795
FBtr0079938	1428	1257.003	2.853020	30.000
FBtr0077227	1279	1108.003	159.887981	1481.961
FBtr0091702	1278	1107.003	5.403524	50.039
FBtr0074882	2425	2254.003	13.217090	249.213
FBtr0332153	3588	3417.003	2.019348	57.721
FBtr0310476	2042	1871.003	5.819161	91.078
FBtr0100666	2416	2245.003	7.989132	150.036
FBtr0332726	2033	1862.003	3.977302	61.951
FBtr0080287	1089	918.003	15.768929	121.095
FBtr0309307	5887	5716.003	0.053999	2.582
FBtr0300898	5037	4866.003	0.010297	0.419
FBtr0080024	1050	879.003	6.824358	50.180
FBtr0077389	2263	2092.003	84.342013	1476.000
FBtr0290204	1958	1787.003	0.000000	0.000
FBtr0086689	848	677.251	31.920541	180.842
FBtr0306636	1574	1403.003	7.689281	90.245
FBtr0086687	1472	1301.003	21.237531	231.133
FBtr0086690	2195	2024.003	0.612131	10.364
FBtr0086686	1532	1361.003	0.904124	10.294
FBtr0340359	2225	2054.003	1.098629	18.877
FBtr0301148	981	810.166	72.962314	494.484
FBtr0086684	908	737.225	0.251145	1.549
FBtr0306637	2237	2066.003	1.022330	17.669
FBtr0301149	1514	1343.003	1.472458	16.542
FBtr0086600	1106	935.003	6.536373	51.125
FBtr0331978	1118	947.003	15.132078	119.875
FBtr0078769	621	450.373	4403.720451	16591.000
FBtr0070712	1878	1707.003	0.840363	12.000
FBtr0343263	1108	937.003	0.086108	0.675
FBtr0343264	928	757.224	0.124332	0.788
FBtr0072024	920	749.225	0.127166	0.797
FBtr0113111	979	808.168	0.109530	0.740
FBtr0333452	4664	4493.003	0.100825	3.790
FBtr0333450	3996	3825.003	0.075643	2.420
FBtr0333451	4043	3872.003	0.074204	2.403
FBtr0300831	4092	3921.003	0.072762	2.387
FBtr0076303	1640	1469.003	0.910419	11.188
FBtr0076302	1655	1484.003	1.894485	23.518
FBtr0076301	2049	1878.003	46.867828	736.294
FBtr0077098	1123	952.003	80.970545	644.830
FBtr0070552	1047	876.003	0.000000	0.000
FBtr0075818	1346	1175.003	28.791703	283.000
FBtr0088789	1908	1737.003	5.436838	79.000
FBtr0304960	503	332.429	0.000000	0.000
FBtr0075249	843	672.257	0.000000	0.000
FBtr0084104	1804	1633.003	206.434380	2820.000
FBtr0336911	2177	2006.003	12.512118	209.963
FBtr0088974	1597	1426.003	15.543811	185.421
FBtr0100360	4963	4792.003	0.523073	20.968
FBtr0110880	2920	2749.003	0.150469	3.460
FBtr0334105	2225	2054.003	0.285008	4.897
FBtr0301185	2946	2775.003	0.147250	3.418
FBtr0110881	4262	4091.003	1.848393	63.256
FBtr0336928	1138	967.003	0.392276	3.173
FBtr0072107	995	824.150	0.119924	0.827
FBtr0085786	2956	2785.003	10.228343	238.293
FBtr0085785	3082	2911.003	0.939568	22.880
FBtr0334549	2894	2723.003	1.031032	23.486
FBtr0334550	3020	2849.003	0.478842	11.412
FBtr0340191	4545	4374.003	9.175859	335.742
FBtr0073848	4477	4306.003	50.834779	1831.114
FBtr0078387	3371	3200.003	7.267715	194.549
FBtr0087487	2027	1856.003	15.457970	240.000
FBtr0083735	2688	2517.003	0.046840	0.986
FBtr0332539	2448	2277.003	0.053222	1.014
FBtr0077790	977	806.170	0.000000	0.000
FBtr0331440	941	770.220	0.000000	0.000
FBtr0331439	971	800.176	0.000000	0.000
FBtr0082634	1746	1575.003	15.103987	199.000
FBtr0079612	1320	1149.003	6.052392	58.174
FBtr0087980	1799	1628.003	0.000057	0.001
FBtr0087979	1558	1387.003	0.000000	0.000
FBtr0072044	1063	892.003	0.000000	0.000
FBtr0343206	1072	901.003	0.000000	0.000
FBtr0072043	1160	989.003	0.000000	0.000
FBtr0075225	1132	961.003	0.000000	0.000
FBtr0112489	446	275.462	11.349574	26.153
FBtr0339263	740	569.312	0.843900	4.019
FBtr0301018	2276	2105.003	1.192577	21.000
FBtr0302526	640	469.353	4.075122	16.000
FBtr0100009	3280	3109.003	5.344580	139.000
FBtr0089901	2338	2167.003	1.087622	19.716
FBtr0089902	1803	1632.003	0.528188	7.211
FBtr0300562	2617	2446.003	2.886943	59.071
FBtr0089900	2125	1954.003	0.418638	6.843
FBtr0089904	2355	2184.003	0.541088	9.886
FBtr0301521	2467	2296.003	0.812963	15.614
FBtr0089905	2568	2397.003	1.479145	29.659
FBtr0345390	5214	5043.003	0.717127	30.253
FBtr0331425	3556	3385.003	1.090692	30.885
FBtr0332155	4408	4237.003	1.449484	51.375
FBtr0075014	3541	3370.003	0.904104	25.488
FBtr0078874	603	432.383	0.276472	1.000
FBtr0083452	2975	2804.003	10.548810	247.436
FBtr0302317	2262	2091.003	21.070689	368.564
FBtr0333248	2543	2372.003	0.098392	1.952
FBtr0114524	2411	2240.003	0.109278	2.048
FBtr0273385	6171	6000.003	1.777315	89.206
FBtr0339307	6637	6466.003	1.217338	65.846
FBtr0273384	6439	6268.003	2.802556	146.948
FBtr0082117	3807	3636.003	4.018711	122.234
FBtr0082116	6303	6132.003	2.042480	104.771
FBtr0082118	4671	4500.003	2.814040	105.931
FBtr0085011	1569	1398.003	0.085509	1.000
FBtr0081174	4145	3974.003	0.269717	8.966
FBtr0081175	3934	3763.003	0.323489	10.183
FBtr0303241	4041	3870.003	0.666527	21.578
FBtr0081176	3893	3722.003	0.338109	10.527
FBtr0305129	2997	2826.003	6.477531	153.131
FBtr0339156	2994	2823.003	1.960966	46.309
FBtr0339157	2988	2817.003	2.018278	47.561
FBtr0071784	2049	1878.003	1.421480	22.331
FBtr0071785	1989	1818.003	61.327129	932.669
FBtr0089148	3050	2879.003	1.232300	29.678
FBtr0089147	2773	2602.003	3.219195	70.070
FBtr0089150	2762	2591.003	3.053996	66.194
FBtr0089146	2709	2538.003	3.640948	77.301
FBtr0308247	2614	2443.003	20.222079	413.266
FBtr0089149	2840	2669.003	1.186461	26.490
FBtr0302559	2531	2360.003	0.000000	0.000
FBtr0346506	2597	2426.003	0.000000	0.000
FBtr0302190	3048	2877.003	3.292644	79.244
FBtr0086145	3054	2883.003	5.753436	138.756
FBtr0306281	375	204.530	0.000000	0.000
FBtr0306280	392	221.513	0.000000	0.000
FBtr0306258	4812	4641.003	4.686510	181.946
FBtr0073119	3828	3657.003	40.502623	1239.049
FBtr0073120	4106	3935.003	38.834802	1278.340
FBtr0073118	4763	4592.003	42.828101	1645.171
FBtr0337055	3442	3271.003	12.016089	328.794
FBtr0333895	3491	3320.003	62.840671	1745.257
FBtr0337056	4046	3875.003	9.268522	300.443
FBtr0077442	1411	1240.003	4.820223	50.000
FBtr0076018	1266	1095.003	2.633170	24.120
FBtr0076017	963	792.192	7.225116	47.880
FBtr0339781	3357	3186.003	0.450906	12.017
FBtr0070778	3093	2922.003	0.810542	19.812
FBtr0344824	2804	2633.003	8.543176	188.170
FBtr0345292	830	659.267	12.944292	71.387
FBtr0070983	837	666.263	5.072604	28.272
FBtr0070982	1100	929.003	1.792682	13.932
FBtr0070981	941	770.220	103.298678	665.564
FBtr0070980	854	683.244	5744.852433	32834.845
FBtr0307300	2919	2748.003	11.678359	268.460
FBtr0113024	3030	2859.003	1.052552	25.173
FBtr0332600	2913	2742.003	0.408374	9.367
FBtr0083414	2815	2644.003	14.648189	323.986
FBtr0337043	3789	3618.003	1.189940	36.014
FBtr0077516	1338	1167.003	0.204870	2.000
FBtr0112524	1274	1103.003	1.738340	16.040
FBtr0089233	3691	3520.003	2.468381	72.683
FBtr0334626	3376	3205.003	2.136226	57.274
FBtr0310651	3526	3355.003	8.354643	234.477
FBtr0089229	3501	3330.003	11.328300	315.565
FBtr0082920	981	810.166	0.000000	0.000
FBtr0077386	1734	1563.003	19.579430	256.000
FBtr0071106	2301	2130.003	0.056123	1.000
FBtr0070937	2201	2030.003	94.575952	1606.044
FBtr0070938	2487	2316.003	60.491175	1171.956
FBtr0070397	1267	1096.003	0.218141	2.000
FBtr0074346	819	648.275	0.000000	0.000
FBtr0071471	1606	1435.003	0.041654	0.500
FBtr0330316	1609	1438.003	0.041563	0.500
FBtr0074918	1253	1082.003	16.609883	150.340
FBtr0072124	2163	1992.003	23.164196	386.000
FBtr0071683	1189	1018.003	63.763281	543.000
FBtr0077403	1061	890.003	0.102367	0.762
FBtr0113021	1089	918.003	0.097180	0.746
FBtr0077402	1231	1060.003	0.078184	0.693
FBtr0077401	1011	840.003	0.113609	0.798
FBtr0300280	1584	1413.003	0.000000	0.000
FBtr0346378	3461	3290.003	0.476090	13.103
FBtr0074809	2896	2725.003	20.347070	463.819
FBtr0335137	3353	3182.003	0.581876	15.489
FBtr0346141	373	202.531	0.001786	0.003
FBtr0085611	272	101.584	12.941042	10.997
FBtr0074029	585	414.387	0.000000	0.000
FBtr0075388	1505	1334.003	0.098772	1.102
FBtr0343534	2295	2124.003	0.050528	0.898
FBtr0086001	1762	1591.003	0.075136	1.000
FBtr0321315	1239	1068.003	0.000000	0.000
FBtr0333037	2846	2675.003	1.230478	27.535
FBtr0075724	2737	2566.003	2.745038	58.923
FBtr0075723	2084	1913.003	1.721096	27.542
FBtr0342770	3744	3573.003	9.314066	278.389
FBtr0070420	3766	3595.003	65.258612	1962.534
FBtr0342771	3838	3667.003	2.740841	84.077
FBtr0333323	2883	2712.003	0.704995	15.994
FBtr0333322	2930	2759.003	1.021033	23.565
FBtr0074137	2347	2176.003	3.795663	69.092
FBtr0074135	2386	2215.003	48.699002	902.349
FBtr0308136	1697	1526.003	0.036805	0.470
FBtr0080237	698	527.333	0.000000	0.000
FBtr0300638	3446	3275.003	0.000000	0.000
FBtr0073729	466	295.453	54.690881	135.171
FBtr0084836	743	572.312	23.811782	114.000
FBtr0082430	1248	1077.003	0.577203	5.200
FBtr0335211	1142	971.003	20.288775	164.800
FBtr0076857	1307	1136.003	0.947072	9.000
FBtr0300424	902	731.225	0.000000	0.000
FBtr0083860	1793	1622.003	1.372193	18.619
FBtr0302327	1744	1573.003	134.049584	1763.905
FBtr0083861	1877	1706.003	12.155735	173.477
FBtr0083086	1479	1308.003	17.172040	187.893
FBtr0334589	2552	2381.003	1.567458	31.220
FBtr0091874	595	424.385	1.315763	4.671
FBtr0073935	992	821.151	0.000000	0.000
FBtr0073300	818	647.275	0.000000	0.000
FBtr0073299	2460	2289.003	0.000000	0.000
FBtr0088841	1522	1351.003	1.819912	20.568
FBtr0088842	1468	1297.003	56.140609	609.113
FBtr0345599	2094	1923.003	0.159416	2.564
FBtr0070422	1749	1578.003	0.294701	3.890
FBtr0342772	681	510.338	0.013758	0.059
FBtr0070421	1547	1376.003	0.010245	0.118
FBtr0333023	2495	2324.003	0.065129	1.266
FBtr0075579	1678	1507.003	0.137535	1.734
FBtr0072248	2815	2644.003	0.064277	1.422
FBtr0345620	2931	2760.003	0.012549	0.290
FBtr0072247	2800	2629.003	0.013123	0.289
FBtr0072253	1306	1135.003	1.628929	15.466
FBtr0343432	1090	919.003	27.054508	207.987
FBtr0073127	1478	1307.003	0.227155	2.484
FBtr0073128	1471	1300.003	0.231397	2.516
FBtr0079458	1541	1370.003	0.003986	0.046
FBtr0079460	1595	1424.003	0.707719	8.430
FBtr0079462	1526	1355.003	0.004013	0.045
FBtr0079461	1505	1334.003	0.004050	0.045
FBtr0079459	1585	1414.003	0.712953	8.433
FBtr0081997	1156	985.003	51.202555	421.900
FBtr0081996	1257	1086.003	1.010541	9.180
FBtr0336761	1233	1062.003	7.420098	65.920
FBtr0336637	3026	2855.003	0.057763	1.380
FBtr0300693	1964	1793.003	0.000000	0.000
FBtr0336636	3290	3119.003	0.051257	1.337
FBtr0071797	3770	3599.003	0.042618	1.283
FBtr0336638	1523	1352.003	0.000000	0.000
FBtr0087382	5033	4862.003	20.405293	829.924
FBtr0339998	5235	5064.003	2.291603	97.076
FBtr0301478	2790	2619.003	24.014550	526.127
FBtr0089521	2653	2482.003	9.031613	187.520
FBtr0306351	2221	2050.003	2.036836	34.929
FBtr0306350	2503	2332.003	2.514368	49.050
FBtr0301477	4782	4611.003	0.917077	35.374
FBtr0300224	1562	1391.003	0.055297	0.643
FBtr0114515	1508	1337.003	0.058022	0.649
FBtr0087406	329	158.549	0.000000	0.000
FBtr0072888	2130	1959.003	0.000000	0.000
FBtr0085859	1170	999.003	0.478645	4.000
FBtr0334894	6412	6241.003	35.112787	1833.157
FBtr0084460	6624	6453.003	9.681656	522.627
FBtr0304567	3987	3816.003	6.334703	202.216
FBtr0070907	2510	2339.003	121.161076	2370.686
FBtr0070906	2636	2465.003	0.596930	12.309
FBtr0305911	1961	1790.003	6.585771	98.614
FBtr0289953	2161	1990.003	4.753225	79.127
FBtr0305910	2015	1844.003	3.452642	53.259
FBtr0088312	1656	1485.003	0.053150	0.660
FBtr0088313	2297	2126.003	0.134921	2.400
FBtr0088311	2351	2180.003	0.272907	4.977
FBtr0304592	2591	2420.003	0.195782	3.963
FBtr0088882	1935	1764.003	76.712654	1132.000
FBtr0079894	2382	2211.003	20.917571	386.884
FBtr0331635	2356	2185.003	6.966841	127.341
FBtr0345615	2623	2452.003	5.609328	115.057
FBtr0071338	3399	3228.003	183.312121	4950.000
FBtr0334508	4486	4315.003	0.015642	0.565
FBtr0085746	3506	3335.003	0.020378	0.569
FBtr0085085	1541	1370.003	38.151137	437.229
FBtr0085084	2075	1904.003	0.111182	1.771
FBtr0079304	905	734.225	0.162814	1.000
FBtr0079732	925	754.224	0.000000	0.000
FBtr0071108	3145	2974.003	9.171764	228.178
FBtr0340139	3231	3060.003	2.496485	63.904
FBtr0071107	3426	3255.003	33.689213	917.323
FBtr0340138	4238	4067.003	2.220078	75.531
FBtr0309839	4403	4232.003	1.386988	49.102
FBtr0309836	4378	4207.003	1.512316	53.223
FBtr0309837	3952	3781.003	3.584713	113.381
FBtr0073144	4107	3936.003	137.157766	4516.021
FBtr0309838	4006	3835.003	2.346375	75.274
FBtr0075152	2917	2746.003	25.553889	587.000
FBtr0300092	607	436.382	0.022864	0.083
FBtr0073892	1096	925.003	0.000000	0.000
FBtr0343143	1534	1363.003	0.087705	1.000
FBtr0332630	1663	1492.003	2.152663	26.867
FBtr0332631	1364	1193.003	47.111618	470.164
FBtr0332632	5997	5826.003	9.784334	476.850
FBtr0301268	1587	1416.003	0.337688	4.000
FBtr0085909	2020	1849.003	0.129304	2.000
FBtr0080763	2304	2133.003	18.494491	330.000
FBtr0086733	1297	1126.003	26.222693	247.000
FBtr0087262	852	681.247	149.504782	852.000
FBtr0303232	702	531.333	3.824745	17.000
FBtr0344155	6716	6545.003	6.068499	332.255
FBtr0070316	6065	5894.003	23.764570	1171.711
FBtr0344279	6745	6574.003	0.072736	4.000
FBtr0076133	3030	2859.003	0.125437	3.000
FBtr0082259	2901	2730.003	40.285116	920.000
FBtr0079708	1718	1547.003	35.733021	462.425
FBtr0330181	847	676.253	0.687311	3.888
FBtr0074894	650	479.348	112.749467	452.112
FBtr0082726	2913	2742.003	2.197080	50.396
FBtr0331429	2603	2432.003	2.121482	43.160
FBtr0331428	2948	2777.003	2.921916	67.877
FBtr0082727	2606	2435.003	2.622786	53.425
FBtr0301219	3098	2927.003	6.172799	151.142
FBtr0088166	1239	1068.003	0.111930	1.000
FBtr0310646	1830	1659.003	2.269535	31.497
FBtr0073730	1370	1199.003	174.826083	1753.503
FBtr0079724	633	462.358	3.280349	12.688
FBtr0346454	899	728.225	1.872236	11.405
FBtr0100541	611	440.381	6818.005130	25116.907
FBtr0343865	1567	1396.003	0.110493	1.290
FBtr0079324	1294	1123.003	0.181991	1.710
FBtr0079598	1156	985.003	49.055868	404.211
FBtr0081220	1093	922.003	0.580124	4.474
FBtr0300823	1159	988.003	0.902361	7.458
FBtr0081221	1054	883.003	31.654098	233.815
FBtr0310645	979	808.168	3.007407	20.332
FBtr0081219	1084	913.003	0.644324	4.921
FBtr0075314	465	294.453	78.759930	194.000
FBtr0070136	2103	1932.003	2.416932	39.062
FBtr0070137	2193	2022.003	2.303968	38.971
FBtr0070135	2124	1953.003	7.894002	128.967
FBtr0076688	2391	2220.003	25.711593	477.488
FBtr0346546	2609	2438.003	0.931171	18.991
FBtr0302935	3103	2932.003	11.350174	278.386
FBtr0082329	3115	2944.003	4.207277	103.614
FBtr0344017	5279	5108.003	0.642002	27.433
FBtr0091678	6366	6195.003	5.411626	280.446
FBtr0344016	5395	5224.003	0.555817	24.289
FBtr0342985	4422	4251.003	6.603747	234.834
FBtr0071815	4360	4189.003	16.533277	579.362
FBtr0071816	4190	4019.003	4.947520	166.336
FBtr0071813	4216	4045.003	250.887603	8489.422
FBtr0342986	4124	3953.003	30.629295	1012.848
FBtr0071814	4255	4084.003	6.852234	234.098
FBtr0083049	682	511.337	54.237593	232.000
FBtr0079593	751	580.309	0.720025	3.495
FBtr0332415	1011	840.003	5.555698	39.039
FBtr0345640	3934	3763.003	7.682418	241.831
FBtr0077562	3784	3613.003	48.940599	1479.169
FBtr0085387	5031	4860.003	5.195162	211.211
FBtr0085386	4880	4709.003	11.646738	458.789
FBtr0085614	355	184.539	9.397512	14.507
FBtr0303924	5093	4922.003	0.121656	5.009
FBtr0303923	5120	4949.003	0.120555	4.991
FBtr0300811	4420	4249.003	14.629727	520.000
FBtr0340626	2866	2695.003	0.029612	0.668
FBtr0340627	2995	2824.003	0.028147	0.665
FBtr0340628	2870	2699.003	0.029564	0.667
FBtr0087784	1976	1805.003	190.118400	2870.663
FBtr0332882	2246	2075.003	1.052367	18.267
FBtr0339391	1899	1728.003	11.351022	164.081
FBtr0084095	7188	7017.003	0.812657	47.702
FBtr0343807	7002	6831.003	0.477063	27.261
FBtr0343805	4551	4380.003	10.912685	399.840
FBtr0343806	4719	4548.003	8.337352	317.197
FBtr0086801	711	540.329	0.478041	2.161
FBtr0344145	6340	6169.003	0.038957	2.010
FBtr0100454	3868	3697.003	0.000000	0.000
FBtr0082255	6557	6386.003	0.000000	0.000
FBtr0082256	4226	4055.003	0.000000	0.000
FBtr0100455	2462	2291.003	0.051638	0.990
FBtr0088783	1907	1736.003	43.631970	633.629
FBtr0301333	1977	1806.003	0.000000	0.000
FBtr0332689	1974	1803.003	0.000000	0.000
FBtr0086107	5316	5145.003	42.519228	1830.000
FBtr0072159	694	523.334	0.456847	2.000
FBtr0076218	2574	2403.003	5.955790	119.722
FBtr0076219	2478	2307.003	37.063519	715.278
FBtr0113346	1241	1070.003	0.111721	1.000
FBtr0100083	570	399.391	0.000000	0.000
FBtr0079765	644	473.352	0.252543	1.000
FBtr0071734	1182	1011.003	0.000000	0.000
FBtr0071191	1056	885.003	9.818229	72.687
FBtr0345988	1286	1115.003	2.794999	26.070
FBtr0071902	1064	893.003	2.990971	22.343
